gf-id	num-gen	num-spe	ath	bra	cpa	ptr	mtr	gma	cme	pbr	vvi	sly
ORTHOSTM001797	20	14	2	2	1	1	1	2	1	1	1	1
ORTHOSTM001800	20	14	1	1	1	2	2	1	1	3	2	1
ORTHOSTM001804	20	14	1	2	1	3	1	3	1	1	1	1
ORTHOSTM001807	20	14	1	2	1	2	2	2	1	1	1	1
ORTHOSTM001808	20	14	1	1	1	1	1	2	1	4	2	1
ORTHOSTM001809	20	14	1	2	1	2	1	4	1	1	1	2
ORTHOSTM001811	20	14	1	3	1	1	1	2	1	3	1	2
ORTHOSTM001812	20	14	1	2	1	2	1	3	1	1	1	2
ORTHOSTM001813	20	14	1	2	1	2	2	3	1	1	1	2
ORTHOSTM001814	20	14	1	3	1	2	1	2	1	1	2	2
ORTHOSTM001815	20	14	1	3	1	2	1	2	1	2	1	1
ORTHOSTM001816	20	14	1	2	1	2	1	3	1	1	1	2
ORTHOSTM001817	20	14	1	3	1	2	1	2	1	2	1	1
ORTHOSTM001818	20	14	1	3	1	2	1	3	1	1	1	1
ORTHOSTM001820	20	14	1	3	1	2	1	2	1	2	1	1
ORTHOSTM001821	20	14	1	2	1	2	1	4	1	1	1	1
ORTHOSTM001823	20	14	1	2	1	2	1	2	1	1	1	2
ORTHOSTM001824	20	14	2	3	1	2	1	2	1	1	1	1
ORTHOSTM001826	20	14	1	3	1	1	1	2	1	2	1	2
ORTHOSTM001827	20	14	1	1	1	2	2	2	2	1	1	2
ORTHOSTM001828	20	14	1	3	1	1	2	3	1	1	1	2
ORTHOSTM001829	20	14	1	3	1	2	1	2	1	3	1	1
ORTHOSTM001830	20	14	2	3	1	1	1	2	1	3	1	1
ORTHOSTM001831	20	14	1	3	1	2	1	2	1	2	1	1
ORTHOSTM001834	20	14	1	3	2	1	2	3	1	1	1	1
ORTHOSTM001835	20	14	1	2	1	2	1	4	1	1	1	1
ORTHOSTM001837	20	14	1	2	1	1	2	4	1	2	1	1
ORTHOSTM001838	20	14	1	3	1	1	1	2	1	4	1	1
ORTHOSTM001839	20	14	1	2	1	2	3	2	1	1	1	1
ORTHOSTM001841	20	14	1	3	1	1	1	2	1	2	1	2
ORTHOSTM001845	20	14	1	2	1	2	1	2	1	2	2	1
ORTHOSTM001846	20	14	1	3	1	2	1	2	1	2	1	2
ORTHOSTM001847	20	14	1	2	1	3	2	2	1	1	1	2
ORTHOSTM001848	20	14	2	3	2	1	1	1	1	1	1	2
ORTHOSTM001849	20	14	2	2	1	2	1	2	1	2	1	2
ORTHOSTM001851	20	14	1	2	1	2	1	2	1	2	1	2
ORTHOSTM001852	20	14	1	2	1	2	1	2	1	3	1	1
ORTHOSTM001853	20	14	1	2	1	3	2	2	1	2	1	1
ORTHOSTM001854	20	14	1	3	1	2	1	2	1	1	1	2
ORTHOSTM001855	20	14	1	2	1	3	2	2	1	1	2	1
ORTHOSTM001856	20	14	1	3	1	2	1	4	1	1	1	1
ORTHOSTM001858	20	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM001859	20	14	2	2	1	1	1	4	1	1	1	1
ORTHOSTM001861	20	14	1	2	1	2	2	2	1	2	2	1
ORTHOSTM001865	20	14	1	2	1	2	2	3	1	1	1	1
ORTHOSTM001866	20	14	1	2	1	2	1	2	2	3	1	1
ORTHOSTM001868	20	14	1	2	1	2	1	2	1	1	2	2
ORTHOSTM001869	20	14	1	2	1	2	1	2	2	2	1	1
ORTHOSTM001870	20	14	1	2	1	3	2	2	2	1	1	1
ORTHOSTM001871	20	14	1	2	1	1	2	3	1	2	1	1
ORTHOSTM001873	20	14	1	2	1	2	2	2	1	2	2	1
ORTHOSTM001874	20	14	1	3	1	1	1	2	1	2	1	1
ORTHOSTM001875	20	14	1	2	1	1	2	2	1	1	1	1
ORTHOSTM001878	20	14	1	2	1	2	1	3	1	2	1	2
ORTHOSTM001879	20	14	1	2	1	1	1	2	1	3	2	1
ORTHOSTM001880	20	14	1	3	1	2	2	2	1	1	1	1
ORTHOSTM001882	20	14	2	3	1	1	2	2	1	1	1	2
ORTHOSTM001887	20	14	1	3	1	1	1	2	1	2	1	1
ORTHOSTM001890	20	14	1	3	1	2	2	2	1	2	1	1
ORTHOSTM001893	20	14	1	3	1	2	2	2	1	1	1	1
ORTHOSTM001894	20	14	1	2	1	2	1	1	3	3	1	1
ORTHOSTM001895	20	14	1	3	1	1	1	3	1	1	1	1
ORTHOSTM001897	20	14	1	3	1	2	2	2	1	2	1	1
ORTHOSTM001898	20	14	1	2	1	1	2	1	1	4	1	1
ORTHOSTM001899	20	14	1	2	1	2	1	3	1	1	2	1
ORTHOSTM001901	20	14	2	4	1	1	1	2	1	2	1	1
ORTHOSTM001904	20	14	1	3	1	2	1	2	1	2	1	1
ORTHOSTM001905	20	14	1	2	1	1	1	3	1	3	1	1
ORTHOSTM001910	20	14	1	2	1	2	1	2	1	3	1	2
ORTHOSTM001911	20	14	1	2	1	2	1	2	1	2	1	2
ORTHOSTM001913	20	14	1	2	1	2	1	2	1	4	1	1
ORTHOSTM001914	20	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM001917	20	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM001918	20	14	1	3	1	2	1	2	1	2	1	1
ORTHOSTM001920	20	14	1	2	1	2	2	2	2	1	1	2
ORTHOSTM001921	20	14	1	2	1	1	2	2	1	2	2	1
ORTHOSTM001922	20	14	1	2	1	1	1	2	1	5	1	1
ORTHOSTM001925	20	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM001928	20	14	1	2	1	2	1	3	1	2	1	2
ORTHOSTM001929	20	14	1	2	1	1	1	2	2	3	1	2
ORTHOSTM001930	20	14	1	2	1	3	1	2	1	1	2	2
ORTHOSTM001932	20	14	1	2	1	3	2	2	1	2	1	1
ORTHOSTM001933	20	14	1	2	1	2	2	4	1	1	1	1
ORTHOSTM001934	20	14	1	2	2	2	1	2	1	2	1	2
ORTHOSTM001935	20	14	1	2	2	1	1	2	1	2	1	1
ORTHOSTM001937	20	14	1	3	1	1	1	2	1	1	2	2
ORTHOSTM001938	20	14	1	2	1	2	2	3	1	2	1	1
ORTHOSTM001942	20	14	1	2	1	2	1	3	1	2	1	2
ORTHOSTM001943	20	14	1	2	2	2	1	2	1	1	2	1
ORTHOSTM001947	20	14	1	2	1	3	1	2	1	3	1	1
ORTHOSTM001950	20	14	1	2	1	2	1	2	1	2	1	2
ORTHOSTM001952	20	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM001953	20	14	1	2	1	2	1	2	1	4	1	1
ORTHOSTM001954	20	14	1	2	1	2	1	3	1	2	1	2
ORTHOSTM001955	20	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM001957	20	14	1	1	1	1	1	2	2	4	1	1
ORTHOSTM001973	20	14	1	1	1	2	1	2	2	3	1	1
ORTHOSTM001974	20	14	1	1	1	2	1	3	2	1	1	1
ORTHOSTM001977	20	14	1	1	2	1	1	2	1	4	1	1
ORTHOSTM001979	20	14	1	1	1	1	1	4	1	4	1	1
ORTHOSTM001980	20	14	2	2	1	2	1	2	1	2	1	2
ORTHOSTM001981	20	14	1	2	1	1	2	4	1	2	1	1
ORTHOSTM001984	20	14	1	1	1	2	2	4	1	1	1	1
ORTHOSTM001986	20	14	2	2	1	2	1	2	1	1	1	2
ORTHOSTM001987	20	14	1	1	1	1	2	5	1	2	1	1
ORTHOSTM001988	20	14	1	1	1	2	2	4	1	2	1	1
ORTHOSTM001989	20	14	1	1	1	2	1	4	1	3	1	1
ORTHOSTM001990	20	14	1	2	1	1	2	3	1	2	1	1
ORTHOSTM001991	20	14	1	1	1	2	1	2	1	5	1	1
ORTHOSTM001992	20	14	1	1	1	2	1	3	1	1	2	1
ORTHOSTM001994	20	14	1	1	1	2	1	4	1	1	1	1
ORTHOSTM001995	20	14	1	1	1	1	1	2	1	3	1	1
ORTHOSTM001996	20	14	1	2	1	2	1	4	1	2	1	1
ORTHOSTM001997	20	14	1	1	1	2	1	3	1	2	1	2
ORTHOSTM001998	20	14	1	1	1	2	1	2	1	3	1	1
ORTHOSTM002000	20	14	2	2	1	2	1	2	1	1	1	2
ORTHOSTM002001	20	14	1	1	1	2	1	2	1	1	2	2
ORTHOSTM002003	20	14	1	2	1	2	1	2	1	4	1	1
ORTHOSTM002005	20	14	1	2	1	3	2	2	1	2	1	1
ORTHOSTM002006	20	14	1	1	1	2	2	4	1	2	1	1
ORTHOSTM002007	20	14	1	1	1	2	2	2	1	1	2	1
ORTHOSTM002010	20	14	1	1	1	3	1	2	1	2	1	1
ORTHOSTM002011	20	14	1	3	1	2	1	2	1	2	1	1
ORTHOSTM002015	20	14	1	1	1	3	2	4	1	1	1	1
ORTHOSTM002017	20	14	2	2	1	2	1	2	1	3	1	1
ORTHOSTM002018	20	14	2	2	1	2	1	2	1	1	1	1
ORTHOSTM002019	20	14	2	1	1	3	1	2	1	1	2	1
ORTHOSTM002020	20	14	2	3	1	2	1	2	1	2	1	1
ORTHOSTM002021	20	14	1	1	1	1	1	5	1	2	1	2
ORTHOSTM002022	20	14	1	1	1	2	1	2	1	3	2	1
ORTHOSTM002023	20	14	1	2	1	1	1	4	1	2	1	2
ORTHOSTM002024	20	14	1	2	1	3	1	2	1	3	1	1
ORTHOSTM002025	20	14	1	1	1	2	2	4	1	1	1	1
ORTHOSTM002030	20	14	1	1	1	2	1	3	1	2	1	1
ORTHOSTM002035	20	14	1	1	1	1	4	4	1	1	1	1
ORTHOSTM002036	20	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM002037	20	14	1	1	1	2	1	4	1	1	1	2
ORTHOSTM002039	20	14	1	1	1	3	1	3	1	1	1	2
ORTHOSTM002041	20	14	1	1	1	1	2	4	1	2	1	2
ORTHOSTM002042	20	14	1	2	1	1	1	2	2	2	1	1
ORTHOSTM002046	20	14	1	2	1	2	2	3	1	2	1	1
ORTHOSTM002049	20	14	1	2	1	2	1	2	1	2	1	2
ORTHOSTM002051	20	14	1	3	1	2	1	2	1	1	2	1
ORTHOSTM002052	20	14	1	2	1	4	1	2	1	1	1	1
ORTHOSTM002053	20	14	1	1	1	2	1	3	1	3	1	1
ORTHOSTM002055	20	14	1	1	1	2	1	4	1	3	1	1
ORTHOSTM002061	20	14	1	1	1	2	1	2	1	4	1	2
ORTHOSTM002062	20	14	1	2	1	2	2	2	1	2	1	1
ORTHOSTM002063	20	14	1	2	1	2	1	3	1	3	1	1
ORTHOSTM002064	20	14	1	2	1	2	1	2	1	2	2	2
ORTHOSTM002065	20	14	1	1	1	2	1	2	1	3	1	1
ORTHOSTM002066	20	14	1	2	1	2	2	2	1	3	1	1
ORTHOSTM002067	20	14	1	1	1	2	1	2	1	5	1	1
ORTHOSTM002068	20	14	2	3	1	2	1	2	1	2	1	1
ORTHOSTM002069	20	14	2	3	1	1	1	2	2	1	1	2
ORTHOSTM002070	20	14	1	1	1	2	1	3	1	3	1	1
ORTHOSTM002071	20	14	2	1	1	2	1	2	1	3	1	2
ORTHOSTM002072	20	14	1	1	1	2	2	2	1	2	1	3
ORTHOSTM002073	20	14	1	2	1	1	1	2	1	1	1	2
ORTHOSTM002075	20	14	1	1	1	1	1	2	1	4	2	1
ORTHOSTM002076	20	14	1	1	1	2	1	2	1	4	1	2
ORTHOSTM002079	20	14	1	2	1	2	2	2	1	2	1	1
ORTHOSTM002080	20	14	2	1	1	2	1	3	1	3	1	1
ORTHOSTM002082	20	14	2	1	1	2	1	2	1	3	1	2
ORTHOSTM002083	20	14	1	2	1	1	2	2	1	2	1	1
ORTHOSTM002085	20	14	1	2	1	2	1	2	1	2	1	2
ORTHOSTM002086	20	14	1	1	1	2	1	2	1	3	1	1
ORTHOSTM002089	20	14	1	1	1	2	1	2	1	4	1	1
ORTHOSTM002090	20	14	1	1	1	3	1	2	1	4	1	1
ORTHOSTM002095	20	14	2	2	1	2	1	2	1	1	1	1
ORTHOSTM002096	20	14	1	2	1	3	1	2	1	3	1	1
ORTHOSTM002097	20	14	2	1	1	2	1	3	1	1	1	2
ORTHOSTM002098	20	14	1	2	1	2	1	3	1	2	1	1
ORTHOSTM002100	20	14	1	1	1	2	1	2	1	3	1	2
ORTHOSTM002101	20	14	1	1	1	3	1	3	1	1	1	1
ORTHOSTM002103	20	14	1	1	1	2	1	2	1	3	1	3
ORTHOSTM002104	20	14	1	1	1	1	2	2	1	2	1	2
ORTHOSTM002105	20	14	1	1	1	2	1	3	1	3	1	1
ORTHOSTM002106	20	14	1	2	1	2	1	2	1	3	1	1
ORTHOSTM002108	20	14	2	2	1	1	1	2	1	2	1	1
ORTHOSTM002110	20	14	1	2	1	2	1	2	1	2	2	1
ORTHOSTM002112	20	14	1	2	1	2	1	2	1	2	1	2
ORTHOSTM002113	20	14	1	3	1	2	2	2	1	1	1	1
ORTHOSTM002114	20	14	1	1	1	2	1	2	1	4	1	1
ORTHOSTM002115	20	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM002116	20	14	1	1	1	2	1	2	1	5	1	1
ORTHOSTM002117	20	14	1	2	1	2	1	2	1	3	1	1
ORTHOSTM002119	20	14	1	2	1	2	2	1	1	3	1	1
ORTHOSTM002120	20	14	2	2	1	1	3	2	1	2	1	1
ORTHOSTM002133	20	14	2	2	1	2	1	1	1	3	1	2
ORTHOSTM002134	20	14	1	1	1	2	1	2	1	3	2	2
ORTHOSTM002135	20	14	2	2	1	2	1	1	1	4	1	1
ORTHOSTM002137	20	14	1	2	1	2	1	1	1	1	2	2
ORTHOSTM002138	20	14	1	2	1	3	1	1	2	1	1	3
ORTHOSTM002142	20	14	1	1	1	1	1	1	1	1	7	1
ORTHOSTM002146	19	14	2	1	1	1	1	3	1	3	1	1
ORTHOSTM002149	19	14	2	1	2	1	1	1	1	1	2	3
ORTHOSTM002152	19	14	2	1	1	1	1	2	1	2	1	2
ORTHOSTM002153	19	14	2	1	1	2	1	2	1	2	1	2
ORTHOSTM002157	19	14	2	1	1	3	1	2	1	1	2	1
ORTHOSTM002159	19	14	2	2	1	2	1	1	1	1	1	1
ORTHOSTM002168	19	14	2	1	1	2	1	2	1	2	1	1
ORTHOSTM002170	19	14	2	2	1	2	1	2	1	1	1	1
ORTHOSTM002174	19	14	2	1	1	1	3	2	1	2	1	1
ORTHOSTM002175	19	14	2	2	1	1	1	1	1	4	1	1
ORTHOSTM002180	19	14	2	1	1	2	2	1	1	1	2	1
ORTHOSTM002183	19	14	3	1	1	2	1	1	1	2	1	2
ORTHOSTM002191	19	14	2	3	1	2	1	2	1	1	1	1
ORTHOSTM002196	19	14	2	2	1	2	1	2	1	1	1	2
ORTHOSTM002200	19	14	2	2	1	1	2	2	1	2	1	1
ORTHOSTM002201	19	14	2	2	1	2	1	2	1	2	1	1
ORTHOSTM002203	19	14	2	2	1	2	1	2	1	2	1	1
ORTHOSTM002206	19	14	2	1	1	2	1	2	1	3	1	1
ORTHOSTM002212	19	14	2	4	1	1	1	2	1	1	1	1
ORTHOSTM002214	19	14	2	2	1	2	1	2	1	1	1	1
ORTHOSTM002217	19	14	2	1	2	1	1	2	1	1	1	1
ORTHOSTM002219	19	14	2	1	1	2	1	2	1	1	1	2
ORTHOSTM002223	19	14	2	2	1	2	1	2	1	1	1	2
ORTHOSTM002225	19	14	1	1	1	2	1	2	1	1	1	2
ORTHOSTM002229	19	14	1	1	1	1	3	1	1	3	1	1
ORTHOSTM002230	19	14	1	2	1	1	1	3	1	2	1	1
ORTHOSTM002234	19	14	1	2	1	2	1	2	1	1	1	2
ORTHOSTM002236	19	14	1	1	1	2	1	1	3	1	1	1
ORTHOSTM002239	19	14	1	1	1	2	1	2	2	2	1	1
ORTHOSTM002245	19	14	1	2	1	2	1	2	1	1	2	1
ORTHOSTM002248	19	14	2	3	1	1	2	2	1	1	1	1
ORTHOSTM002250	19	14	1	3	1	2	1	2	1	1	2	1
ORTHOSTM002251	19	14	1	2	1	1	1	2	1	2	1	2
ORTHOSTM002252	19	14	1	2	1	2	2	3	1	1	1	1
ORTHOSTM002254	19	14	1	2	1	2	1	1	1	3	1	1
ORTHOSTM002255	19	14	1	2	1	3	1	2	1	1	1	1
ORTHOSTM002260	19	14	1	2	1	1	1	4	1	2	1	1
ORTHOSTM002261	19	14	1	3	1	1	1	3	1	1	1	2
ORTHOSTM002264	19	14	2	3	1	2	1	2	1	1	1	1
ORTHOSTM002265	19	14	1	3	1	2	2	2	1	1	1	1
ORTHOSTM002267	19	14	1	3	1	2	1	2	1	2	1	1
ORTHOSTM002268	19	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM002269	19	14	1	2	1	2	2	2	1	2	1	1
ORTHOSTM002271	19	14	2	2	1	2	1	2	1	1	1	1
ORTHOSTM002272	19	14	2	2	1	2	1	2	1	2	1	1
ORTHOSTM002273	19	14	1	3	1	3	1	2	1	1	1	1
ORTHOSTM002275	19	14	1	2	1	2	1	1	1	2	1	1
ORTHOSTM002278	19	14	1	2	1	3	1	2	2	1	1	1
ORTHOSTM002279	19	14	1	2	1	2	1	2	1	3	1	1
ORTHOSTM002280	19	14	1	2	1	2	2	3	1	1	1	1
ORTHOSTM002281	19	14	1	2	1	2	1	2	1	3	1	1
ORTHOSTM002282	19	14	1	2	1	3	1	1	1	3	1	1
ORTHOSTM002283	19	14	1	2	1	2	2	1	2	2	1	1
ORTHOSTM002286	19	14	1	2	1	2	2	2	1	2	1	1
ORTHOSTM002288	19	14	1	2	1	1	1	3	1	1	1	2
ORTHOSTM002292	19	14	1	2	1	1	1	2	1	4	1	1
ORTHOSTM002293	19	14	1	2	1	1	1	3	1	1	1	1
ORTHOSTM002294	19	14	1	3	1	2	1	2	1	2	1	1
ORTHOSTM002298	19	14	1	2	1	1	1	3	1	3	1	1
ORTHOSTM002302	19	14	1	5	1	1	1	2	1	1	1	1
ORTHOSTM002303	19	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM002304	19	14	1	2	1	3	1	2	1	2	1	1
ORTHOSTM002309	19	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM002310	19	14	1	2	1	2	1	1	1	2	1	3
ORTHOSTM002312	19	14	1	2	1	2	1	3	1	2	1	1
ORTHOSTM002313	19	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM002318	19	14	1	2	1	2	1	2	1	2	2	1
ORTHOSTM002320	19	14	1	2	1	1	2	4	1	1	1	1
ORTHOSTM002323	19	14	1	2	1	2	1	2	1	2	1	2
ORTHOSTM002324	19	14	1	2	1	2	1	2	1	2	1	2
ORTHOSTM002326	19	14	1	2	1	1	2	2	1	3	1	1
ORTHOSTM002328	19	14	1	2	1	1	1	2	1	2	3	1
ORTHOSTM002329	19	14	1	3	1	2	1	2	1	2	1	1
ORTHOSTM002330	19	14	1	2	1	3	1	2	1	1	1	1
ORTHOSTM002331	19	14	1	2	1	1	2	2	1	2	1	2
ORTHOSTM002335	19	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM002336	19	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM002337	19	14	1	2	1	2	1	3	2	1	1	1
ORTHOSTM002338	19	14	2	1	1	3	1	3	1	1	1	1
ORTHOSTM002339	19	14	1	2	1	2	2	2	1	1	1	1
ORTHOSTM002342	19	14	1	2	1	2	2	2	1	2	1	1
ORTHOSTM002343	19	14	1	2	1	2	1	2	1	3	1	1
ORTHOSTM002344	19	14	1	2	1	2	1	2	1	3	1	1
ORTHOSTM002345	19	14	1	2	1	2	1	2	1	3	1	1
ORTHOSTM002347	19	14	2	2	1	1	1	1	1	1	1	2
ORTHOSTM002351	19	14	1	2	1	1	1	3	1	1	1	1
ORTHOSTM002353	19	14	1	2	2	2	1	2	1	1	1	1
ORTHOSTM002354	19	14	1	2	1	1	2	4	1	1	1	1
ORTHOSTM002355	19	14	1	2	2	1	1	2	1	3	1	1
ORTHOSTM002356	19	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM002357	19	14	1	2	1	2	1	2	3	1	1	1
ORTHOSTM002359	19	14	1	2	1	1	1	2	1	3	1	2
ORTHOSTM002360	19	14	1	3	1	1	1	1	1	3	1	1
ORTHOSTM002361	19	14	1	2	1	2	1	1	2	3	1	1
ORTHOSTM002364	19	14	1	2	1	2	1	2	1	3	1	1
ORTHOSTM002365	19	14	1	2	1	1	1	3	1	2	1	2
ORTHOSTM002366	19	14	2	2	1	1	1	3	1	1	1	1
ORTHOSTM002367	19	14	1	2	1	1	1	3	1	2	1	1
ORTHOSTM002368	19	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM002369	19	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM002370	19	14	1	2	1	1	2	3	1	2	1	1
ORTHOSTM002376	19	14	1	2	1	2	2	3	1	1	1	1
ORTHOSTM002379	19	14	1	2	1	3	1	2	1	2	1	1
ORTHOSTM002381	19	14	1	2	1	1	2	2	1	2	1	1
ORTHOSTM002384	19	14	2	2	1	2	1	2	1	2	1	1
ORTHOSTM002385	19	14	1	3	1	2	1	2	1	2	1	1
ORTHOSTM002387	19	14	1	2	1	2	1	2	1	1	1	2
ORTHOSTM002391	19	14	1	2	1	2	1	1	1	2	2	1
ORTHOSTM002392	19	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM002394	19	14	1	2	1	2	1	2	1	3	1	1
ORTHOSTM002396	19	14	1	3	1	1	1	2	1	1	1	3
ORTHOSTM002397	19	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM002398	19	14	2	3	1	1	1	2	1	1	1	1
ORTHOSTM002399	19	14	1	2	1	2	2	2	1	2	1	1
ORTHOSTM002401	19	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM002402	19	14	1	3	1	1	1	2	1	1	1	3
ORTHOSTM002403	19	14	1	2	1	1	1	2	1	1	1	1
ORTHOSTM002404	19	14	1	2	1	1	2	2	1	1	1	1
ORTHOSTM002406	19	14	2	3	1	1	1	2	1	2	1	1
ORTHOSTM002407	19	14	1	3	1	2	1	2	1	1	1	2
ORTHOSTM002408	19	14	1	3	1	2	1	2	1	1	2	1
ORTHOSTM002409	19	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM002410	19	14	1	2	1	2	1	4	1	1	1	1
ORTHOSTM002411	19	14	1	2	1	1	1	1	1	4	1	1
ORTHOSTM002412	19	14	1	3	1	3	1	2	1	1	1	1
ORTHOSTM002415	19	14	1	2	1	2	2	1	1	1	1	2
ORTHOSTM002419	19	14	1	2	1	3	1	2	1	1	1	2
ORTHOSTM002420	19	14	1	2	1	2	1	2	1	2	1	2
ORTHOSTM002421	19	14	1	2	1	1	2	3	1	1	1	1
ORTHOSTM002422	19	14	1	3	1	1	1	1	1	2	1	3
ORTHOSTM002423	19	14	1	2	1	2	2	2	1	2	1	1
ORTHOSTM002424	19	14	1	2	1	1	1	2	1	3	1	1
ORTHOSTM002425	19	14	1	2	1	1	1	4	1	2	1	1
ORTHOSTM002426	19	14	2	2	1	2	1	2	1	1	1	1
ORTHOSTM002427	19	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM002428	19	14	1	2	1	1	2	4	1	1	1	1
ORTHOSTM002431	19	14	1	3	1	2	1	1	1	3	1	1
ORTHOSTM002432	19	14	1	2	1	2	1	2	1	3	1	1
ORTHOSTM002434	19	14	1	2	1	1	1	3	1	2	1	1
ORTHOSTM002436	19	14	1	2	2	1	1	2	1	3	1	1
ORTHOSTM002437	19	14	1	2	1	2	1	2	1	2	2	1
ORTHOSTM002442	19	14	1	2	1	2	1	4	1	1	1	1
ORTHOSTM002448	19	14	1	1	1	1	3	1	2	2	2	1
ORTHOSTM002449	19	14	1	1	1	2	1	1	3	2	1	1
ORTHOSTM002452	19	14	1	1	1	2	1	3	2	2	1	1
ORTHOSTM002453	19	14	2	1	1	1	1	2	1	1	1	2
ORTHOSTM002457	19	14	1	1	2	2	1	2	1	1	1	2
ORTHOSTM002460	19	14	1	2	1	1	1	2	1	3	1	1
ORTHOSTM002461	19	14	1	3	1	1	1	2	1	1	1	2
ORTHOSTM002462	19	14	1	1	1	2	2	3	1	2	1	1
ORTHOSTM002465	19	14	1	1	1	2	1	4	1	2	1	1
ORTHOSTM002466	19	14	1	1	1	1	1	2	1	1	1	2
ORTHOSTM002468	19	14	2	1	1	2	1	2	2	2	1	1
ORTHOSTM002470	19	14	1	2	1	2	2	3	1	1	1	1
ORTHOSTM002471	19	14	1	1	1	2	1	3	1	1	1	2
ORTHOSTM002476	19	14	1	1	1	2	1	2	1	4	1	1
ORTHOSTM002477	19	14	1	1	1	2	1	2	1	4	1	1
ORTHOSTM002478	19	14	1	1	1	1	1	2	1	2	1	2
ORTHOSTM002479	19	14	1	1	1	2	1	2	1	1	1	1
ORTHOSTM002481	19	14	1	1	1	3	1	2	1	2	1	1
ORTHOSTM002483	19	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM002488	19	14	1	1	1	2	1	2	1	3	1	1
ORTHOSTM002489	19	14	1	2	1	1	1	2	1	2	2	1
ORTHOSTM002490	19	14	1	1	2	1	2	3	1	2	1	1
ORTHOSTM002493	19	14	1	2	1	2	1	2	1	3	1	1
ORTHOSTM002494	19	14	1	1	1	2	2	3	1	1	1	1
ORTHOSTM002495	19	14	2	2	1	1	1	2	1	2	1	1
ORTHOSTM002496	19	14	1	1	1	2	1	2	1	1	2	1
ORTHOSTM002499	19	14	1	2	1	2	1	2	1	3	1	1
ORTHOSTM002500	19	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM002503	19	14	1	1	1	2	1	2	1	2	1	2
ORTHOSTM002504	19	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM002508	19	14	1	1	1	1	2	4	1	1	1	1
ORTHOSTM002511	19	14	1	1	1	2	1	2	1	3	1	2
ORTHOSTM002513	19	14	1	1	1	2	1	4	1	2	1	1
ORTHOSTM002514	19	14	1	1	1	2	1	3	1	2	1	1
ORTHOSTM002515	19	14	1	1	3	1	1	2	2	1	1	1
ORTHOSTM002516	19	14	1	1	1	2	1	2	1	4	1	1
ORTHOSTM002518	19	14	1	1	1	1	1	2	2	2	1	2
ORTHOSTM002519	19	14	1	1	1	1	1	4	2	1	1	1
ORTHOSTM002520	19	14	1	1	1	2	1	3	1	1	1	2
ORTHOSTM002521	19	14	1	1	1	2	1	3	1	3	1	1
ORTHOSTM002522	19	14	1	2	1	2	1	3	1	1	1	1
ORTHOSTM002523	19	14	2	1	1	1	1	2	1	2	1	2
ORTHOSTM002524	19	14	1	1	1	2	1	4	1	1	1	1
ORTHOSTM002526	19	14	1	3	1	1	1	2	1	3	1	1
ORTHOSTM002527	19	14	1	1	1	1	1	2	1	2	1	2
ORTHOSTM002529	19	14	1	1	1	1	1	2	1	2	1	1
ORTHOSTM002530	19	14	1	1	1	1	1	2	1	3	1	1
ORTHOSTM002531	19	14	2	2	2	1	1	2	2	1	1	1
ORTHOSTM002532	19	14	1	2	1	1	1	3	2	2	1	1
ORTHOSTM002533	19	14	1	2	1	2	1	4	1	1	1	1
ORTHOSTM002535	19	14	1	1	1	1	2	2	1	2	1	1
ORTHOSTM002536	19	14	1	2	1	2	2	3	1	1	1	1
ORTHOSTM002538	19	14	2	2	1	2	1	2	1	1	1	1
ORTHOSTM002539	19	14	1	2	1	2	1	3	1	1	1	2
ORTHOSTM002541	19	14	1	1	1	1	2	2	1	2	2	1
ORTHOSTM002542	19	14	1	1	1	2	1	3	1	2	1	2
ORTHOSTM002543	19	14	2	1	1	1	1	2	1	2	1	1
ORTHOSTM002544	19	14	1	2	1	1	2	3	1	1	2	1
ORTHOSTM002545	19	14	1	1	1	1	2	4	1	2	1	1
ORTHOSTM002548	19	14	1	1	1	1	1	2	1	2	1	1
ORTHOSTM002549	19	14	2	2	1	2	1	2	1	1	1	1
